Varies per block?       ,    1,Unit    ,k$/UE/d,     2,     1,  2027
Varies per sequence?    ,    1
# of agents             ,   54
Stag,Seq.,Blck,GASBOL I (CorumbaC. Grande),GASBOL II (C. GrandeT. Lagoas),GASBOL III-a (T. Lagoaslinepack),GASBOL III-b (linepackPaulinia),GASBOL IV (PauliniaAraucaria),GASBOL VI (BiguacuCanoas),Lateral Cuiaba,Interconexao Paulinia (TBGNTS),GASDUC I+II+III,GASIG (ItaboraiGuapimirim/REDUC),Duto do terminal B. Guanabara,GASJAP (REDUCJaperi),GASVOL (REDUCV. Redonda),GASPAL I-a (Japerilinepack),GASPAL I-b (linepackGuararema),GASPAL II (GuararemaCapuava),GASAN (CapuavaRPBC),Duto TRSP (SantosCapuava),GASCAR (UTGCATaubate),GASTAU (TaubateGuararema),GASCAV (CabiunasVitoria),VitoriaCacimbas,GASCAC-a (Cacimbaslinepack),GASCAC-b (linepackCatu),CatuCamacari (spur),Duto do terminal Bahia,CatuCarmopolis/Atalaia,Duto do terminal Sergipe,Carmopolislinepack NE,Linepack NEPilar,PilarCabo (Suape),GASFOR (GuamareFortaleza),FortalezaPecem (spur),UrucuCoari,CoariManaus,TSB (Paso de los LibresUruguaiana),Gasinf (AcuItaborai),GASBOL trecho boliviano (Rio GrandeCorumba),Reversao ARGBOL (Campo DuranRio Grande),Rota maritima GNL  AtlanticoB. Guanabara,Rota maritima GNL  AtlanticoBahia,Rota maritima GNL  AtlanticoPecem,Rota maritima GNL  AtlanticoSergipe,Rota maritima GNL  AtlanticoAcu,Rota maritima GNL  AtlanticoSantos,Rota maritima GNL  AtlanticoBabitonga (TGS),Rota maritima GNL  AtlanticoBarcarena,Rota maritima GNL  AtlanticoSuape,GASBEL REDUC-ESMAN,ESMAN-REGAP,GASBOL V(AraucariaGavura),GASBOL V(GaruvaBiguacu),Nordestao (CaboSantaRita),Nordestao (SantaRitaGuamare)
   7,   1,   3, 0.14017E-03, 0.86934E-04, 0.83031E-04, 0.83114E-04, 0.13298E-03, 0.13363E-03, 0.17376E-03, 0.13934E-03, 0.82849E-04, 0.56034E-04, 0.26816E-04, 0.56090E-04, 0.69511E-04, 0.13906E-03, 0.13920E-03, 0.11251E-03, 0.49631E-04, 0.49581E-04, 0.63080E-04, 0.49525E-04, 0.22548E-03, 0.11291E-03, 0.26642E-03, 0.26695E-03, 0.26816E-04, 0.26816E-04, 0.16721E-03, 0.26816E-04, 0.11372E-03, 0.11384E-03, 0.15419E-03, 0.28325E-03, 0.67039E-04, 0.80527E-04, 0.10764E-03, 0.71133E-04, 0.76089E-04, 0.22660E-03, 0.25944E-03, 0.37181E-02, 0.35185E-02, 0.30508E-02, 0.34096E-02, 0.37448E-02, 0.39356E-02, 0.40223E-02, 0.32755E-02, 0.31508E-02, 0.13244E-03, 0.13271E-03, 0.96752E-04, 0.96849E-04, 0.30885E-03, 0.30947E-03  
   8,   1,   1, 0.43637E-03, 0.27063E-03, 0.25848E-03, 0.25874E-03, 0.41396E-03, 0.41599E-03, 0.54093E-03, 0.43378E-03, 0.25791E-03, 0.17444E-03, 0.83478E-04, 0.17461E-03, 0.21639E-03, 0.43291E-03, 0.43335E-03, 0.35026E-03, 0.15450E-03, 0.15435E-03, 0.19637E-03, 0.15417E-03, 0.70192E-03, 0.35149E-03, 0.82937E-03, 0.83104E-03, 0.83478E-04, 0.83478E-04, 0.52054E-03, 0.83478E-04, 0.35402E-03, 0.35438E-03, 0.48001E-03, 0.88176E-03, 0.20870E-03, 0.25069E-03, 0.33508E-03, 0.22144E-03, 0.23687E-03, 0.70542E-03, 0.80765E-03, 0.11658E-01, 0.10953E-01, 0.95695E-02, 0.10614E-01, 0.11658E-01, 0.12252E-01, 0.12522E-01, 0.10197E-01, 0.98087E-02, 0.41230E-03, 0.41313E-03, 0.30119E-03, 0.30149E-03, 0.96147E-03, 0.96339E-03  
   8,   1,   2, 0.17127E-03, 0.10622E-03, 0.10145E-03, 0.10155E-03, 0.16247E-03, 0.16327E-03, 0.21231E-03, 0.17026E-03, 0.10123E-03, 0.68464E-04, 0.32765E-04, 0.68533E-04, 0.84932E-04, 0.16992E-03, 0.17009E-03, 0.13747E-03, 0.60641E-04, 0.60581E-04, 0.77074E-04, 0.60512E-04, 0.27550E-03, 0.13796E-03, 0.32552E-03, 0.32617E-03, 0.32765E-04, 0.32765E-04, 0.20431E-03, 0.32765E-04, 0.13895E-03, 0.13909E-03, 0.18840E-03, 0.34608E-03, 0.81911E-04, 0.98392E-04, 0.13152E-03, 0.86913E-04, 0.92969E-04, 0.27687E-03, 0.31700E-03, 0.45756E-02, 0.42991E-02, 0.37275E-02, 0.41660E-02, 0.45756E-02, 0.48087E-02, 0.49147E-02, 0.40022E-02, 0.38498E-02, 0.16183E-03, 0.16215E-03, 0.11822E-03, 0.11833E-03, 0.37737E-03, 0.37812E-03  
   8,   1,   3, 0.14935E-03, 0.92626E-04, 0.88468E-04, 0.88556E-04, 0.14168E-03, 0.14238E-03, 0.18514E-03, 0.14847E-03, 0.88274E-04, 0.59703E-04, 0.28571E-04, 0.59762E-04, 0.74062E-04, 0.14817E-03, 0.14832E-03, 0.11988E-03, 0.52881E-04, 0.52828E-04, 0.67210E-04, 0.52768E-04, 0.24024E-03, 0.12030E-03, 0.28386E-03, 0.28443E-03, 0.28571E-04, 0.28571E-04, 0.17816E-03, 0.28571E-04, 0.12117E-03, 0.12129E-03, 0.16429E-03, 0.30179E-03, 0.71429E-04, 0.85800E-04, 0.11469E-03, 0.75790E-04, 0.81071E-04, 0.24144E-03, 0.27643E-03, 0.39900E-02, 0.37489E-02, 0.32504E-02, 0.36329E-02, 0.39900E-02, 0.41933E-02, 0.42857E-02, 0.34900E-02, 0.33571E-02, 0.14112E-03, 0.14140E-03, 0.10309E-03, 0.10319E-03, 0.32907E-03, 0.32973E-03  
   9,   1,   1, 0.35845E-03, 0.22230E-03, 0.21232E-03, 0.21254E-03, 0.34004E-03, 0.34171E-03, 0.44433E-03, 0.35632E-03, 0.21186E-03, 0.14329E-03, 0.68571E-04, 0.14343E-03, 0.17775E-03, 0.35561E-03, 0.35596E-03, 0.28771E-03, 0.12691E-03, 0.12679E-03, 0.16130E-03, 0.12664E-03, 0.57658E-03, 0.28872E-03, 0.68127E-03, 0.68264E-03, 0.68571E-04, 0.68571E-04, 0.42759E-03, 0.68571E-04, 0.29080E-03, 0.29110E-03, 0.39430E-03, 0.72430E-03, 0.17143E-03, 0.20592E-03, 0.27525E-03, 0.18190E-03, 0.19457E-03, 0.57945E-03, 0.66343E-03, 0.95077E-02, 0.89974E-02, 0.78607E-02, 0.86550E-02, 0.95760E-02, 0.10064E-01, 0.10286E-01, 0.83760E-02, 0.80571E-02, 0.33868E-03, 0.33936E-03, 0.24741E-03, 0.24766E-03, 0.78978E-03, 0.79136E-03  
   9,   1,   2, 0.18586E-03, 0.11527E-03, 0.11009E-03, 0.11020E-03, 0.17632E-03, 0.17718E-03, 0.23040E-03, 0.18476E-03, 0.10985E-03, 0.74297E-04, 0.35556E-04, 0.74371E-04, 0.92166E-04, 0.18439E-03, 0.18457E-03, 0.14919E-03, 0.65807E-04, 0.65741E-04, 0.83639E-04, 0.65667E-04, 0.29897E-03, 0.14971E-03, 0.35325E-03, 0.35396E-03, 0.35556E-04, 0.35556E-04, 0.22171E-03, 0.35556E-04, 0.15079E-03, 0.15094E-03, 0.20445E-03, 0.37557E-03, 0.88889E-04, 0.10677E-03, 0.14272E-03, 0.94317E-04, 0.10089E-03, 0.30046E-03, 0.34400E-03, 0.49299E-02, 0.46653E-02, 0.40451E-02, 0.45209E-02, 0.49653E-02, 0.52183E-02, 0.53333E-02, 0.43431E-02, 0.41778E-02, 0.17561E-03, 0.17596E-03, 0.12829E-03, 0.12841E-03, 0.40951E-03, 0.41033E-03  
   9,   1,   3, 0.16188E-03, 0.10039E-03, 0.95888E-04, 0.95984E-04, 0.15356E-03, 0.15432E-03, 0.20067E-03, 0.16092E-03, 0.95678E-04, 0.64710E-04, 0.30968E-04, 0.64775E-04, 0.80274E-04, 0.16060E-03, 0.16076E-03, 0.12994E-03, 0.57316E-04, 0.57258E-04, 0.72847E-04, 0.57193E-04, 0.26039E-03, 0.13039E-03, 0.30767E-03, 0.30829E-03, 0.30968E-04, 0.30968E-04, 0.19310E-03, 0.30968E-04, 0.13133E-03, 0.13146E-03, 0.17807E-03, 0.32711E-03, 0.77419E-04, 0.92996E-04, 0.12431E-03, 0.61935E-04, 0.87871E-04, 0.26169E-03, 0.29961E-03, 0.42938E-02, 0.40633E-02, 0.35232E-02, 0.39375E-02, 0.43246E-02, 0.45450E-02, 0.46452E-02, 0.37827E-02, 0.36387E-02, 0.15295E-03, 0.15326E-03, 0.11173E-03, 0.11184E-03, 0.35667E-03, 0.35739E-03  
  10,   1,   1, 0.34138E-03, 0.21172E-03, 0.20221E-03, 0.20241E-03, 0.32384E-03, 0.32544E-03, 0.42317E-03, 0.33935E-03, 0.20177E-03, 0.13646E-03, 0.65306E-04, 0.13660E-03, 0.16929E-03, 0.33867E-03, 0.33901E-03, 0.27401E-03, 0.12087E-03, 0.12075E-03, 0.15362E-03, 0.12061E-03, 0.54912E-03, 0.27497E-03, 0.64883E-03, 0.65013E-03, 0.65306E-04, 0.65306E-04, 0.40723E-03, 0.65306E-04, 0.27696E-03, 0.27723E-03, 0.37552E-03, 0.68981E-03, 0.16327E-03, 0.19611E-03, 0.26214E-03, 0.17323E-03, 0.18531E-03, 0.55186E-03, 0.63184E-03, 0.90549E-02, 0.85690E-02, 0.74299E-02, 0.82428E-02, 0.91200E-02, 0.95846E-02, 0.97959E-02, 0.79771E-02, 0.76735E-02, 0.32255E-03, 0.32320E-03, 0.23563E-03, 0.23586E-03, 0.75217E-03, 0.75368E-03  
  10,   1,   2, 0.17922E-03, 0.11115E-03, 0.10616E-03, 0.10627E-03, 0.17002E-03, 0.17085E-03, 0.22217E-03, 0.17816E-03, 0.10593E-03, 0.71643E-04, 0.34286E-04, 0.71715E-04, 0.88875E-04, 0.17780E-03, 0.17798E-03, 0.14386E-03, 0.63457E-04, 0.63393E-04, 0.80652E-04, 0.63321E-04, 0.28829E-03, 0.14436E-03, 0.34064E-03, 0.34132E-03, 0.34286E-04, 0.34286E-04, 0.21379E-03, 0.34286E-04, 0.14540E-03, 0.14555E-03, 0.19715E-03, 0.36215E-03, 0.85714E-04, 0.10296E-03, 0.13762E-03, 0.90948E-04, 0.97286E-04, 0.28973E-03, 0.33171E-03, 0.47538E-02, 0.44987E-02, 0.39007E-02, 0.43275E-02, 0.47880E-02, 0.50319E-02, 0.51429E-02, 0.41880E-02, 0.40286E-02, 0.16934E-03, 0.16968E-03, 0.12370E-03, 0.12383E-03, 0.39489E-03, 0.39568E-03  
  10,   1,   3, 0.15830E-03, 0.98178E-04, 0.93770E-04, 0.93864E-04, 0.15017E-03, 0.15091E-03, 0.19624E-03, 0.15737E-03, 0.93565E-04, 0.63281E-04, 0.30284E-04, 0.63344E-04, 0.78501E-04, 0.15705E-03, 0.15721E-03, 0.12707E-03, 0.56050E-04, 0.55994E-04, 0.71238E-04, 0.55931E-04, 0.25464E-03, 0.12751E-03, 0.30088E-03, 0.30148E-03, 0.30284E-04, 0.30284E-04, 0.18884E-03, 0.30284E-04, 0.12843E-03, 0.12856E-03, 0.17414E-03, 0.31988E-03, 0.75710E-04, 0.90943E-04, 0.12156E-03, 0.60568E-04, 0.85931E-04, 0.25591E-03, 0.29300E-03, 0.41990E-02, 0.39736E-02, 0.34454E-02, 0.38224E-02, 0.42291E-02, 0.44446E-02, 0.45426E-02, 0.36992E-02, 0.35584E-02, 0.14957E-03, 0.14987E-03, 0.10927E-03, 0.10937E-03, 0.34880E-03, 0.34950E-03  
  11,   1,   1, 0.31364E-03, 0.19452E-03, 0.18578E-03, 0.18597E-03, 0.29753E-03, 0.29900E-03, 0.38879E-03, 0.31178E-03, 0.18538E-03, 0.12538E-03, 0.60000E-04, 0.12550E-03, 0.15553E-03, 0.31116E-03, 0.31147E-03, 0.25175E-03, 0.11105E-03, 0.11094E-03, 0.14114E-03, 0.11081E-03, 0.50451E-03, 0.25263E-03, 0.59611E-03, 0.59731E-03, 0.60000E-04, 0.60000E-04, 0.37414E-03, 0.60000E-04, 0.25445E-03, 0.25471E-03, 0.34501E-03, 0.63377E-03, 0.15000E-03, 0.18018E-03, 0.24084E-03, 0.12000E-03, 0.17025E-03, 0.50702E-03, 0.58050E-03, 0.83192E-02, 0.78727E-02, 0.68262E-02, 0.75731E-02, 0.83790E-02, 0.88059E-02, 0.90000E-02, 0.73290E-02, 0.70500E-02, 0.29634E-03, 0.29694E-03, 0.21648E-03, 0.21670E-03, 0.69105E-03, 0.69244E-03  
  11,   1,   2, 0.20073E-03, 0.12449E-03, 0.11890E-03, 0.11902E-03, 0.19042E-03, 0.19136E-03, 0.24883E-03, 0.19954E-03, 0.11864E-03, 0.80240E-04, 0.38400E-04, 0.80321E-04, 0.99540E-04, 0.19914E-03, 0.19934E-03, 0.16112E-03, 0.71072E-04, 0.71001E-04, 0.90330E-04, 0.70920E-04, 0.32288E-03, 0.16168E-03, 0.38151E-03, 0.38228E-03, 0.38400E-04, 0.38400E-04, 0.23945E-03, 0.38400E-04, 0.16285E-03, 0.16301E-03, 0.22081E-03, 0.40561E-03, 0.96000E-04, 0.11532E-03, 0.15414E-03, 0.76800E-04, 0.10896E-03, 0.32449E-03, 0.37152E-03, 0.53243E-02, 0.50385E-02, 0.43686E-02, 0.48468E-02, 0.53626E-02, 0.56358E-02, 0.57600E-02, 0.46906E-02, 0.45120E-02, 0.18966E-03, 0.19004E-03, 0.13855E-03, 0.13869E-03, 0.44227E-03, 0.44316E-03  
  11,   1,   3, 0.16188E-03, 0.10039E-03, 0.95888E-04, 0.95984E-04, 0.15356E-03, 0.15432E-03, 0.20067E-03, 0.16092E-03, 0.95678E-04, 0.64710E-04, 0.30968E-04, 0.64775E-04, 0.80274E-04, 0.16060E-03, 0.16076E-03, 0.12994E-03, 0.57316E-04, 0.57258E-04, 0.72847E-04, 0.57193E-04, 0.26039E-03, 0.13039E-03, 0.30767E-03, 0.30829E-03, 0.30968E-04, 0.30968E-04, 0.19310E-03, 0.30968E-04, 0.13133E-03, 0.13146E-03, 0.17807E-03, 0.32711E-03, 0.77419E-04, 0.92996E-04, 0.12431E-03, 0.61935E-04, 0.87871E-04, 0.26169E-03, 0.29961E-03, 0.42938E-02, 0.40633E-02, 0.35230E-02, 0.39087E-02, 0.43246E-02, 0.45450E-02, 0.46452E-02, 0.37827E-02, 0.36387E-02, 0.15295E-03, 0.15326E-03, 0.11173E-03, 0.11184E-03, 0.35667E-03, 0.35739E-03  
  12,   1,   1, 0.31364E-03, 0.19452E-03, 0.18578E-03, 0.18597E-03, 0.29753E-03, 0.29900E-03, 0.38879E-03, 0.31178E-03, 0.18538E-03, 0.12538E-03, 0.60000E-04, 0.12550E-03, 0.15553E-03, 0.31116E-03, 0.31147E-03, 0.25175E-03, 0.11105E-03, 0.11094E-03, 0.14114E-03, 0.11081E-03, 0.50451E-03, 0.25263E-03, 0.59611E-03, 0.59731E-03, 0.60000E-04, 0.60000E-04, 0.37414E-03, 0.60000E-04, 0.25445E-03, 0.25471E-03, 0.34501E-03, 0.63377E-03, 0.15000E-03, 0.18018E-03, 0.24084E-03, 0.15916E-03, 0.17025E-03, 0.50702E-03, 0.58050E-03, 0.83192E-02, 0.78727E-02, 0.68262E-02, 0.75731E-02, 0.83790E-02, 0.88059E-02, 0.90000E-02, 0.73290E-02, 0.70500E-02, 0.29634E-03, 0.29694E-03, 0.21648E-03, 0.21670E-03, 0.69105E-03, 0.69244E-03  
  12,   1,   2, 0.19526E-03, 0.12110E-03, 0.11566E-03, 0.11578E-03, 0.18523E-03, 0.18615E-03, 0.24205E-03, 0.19410E-03, 0.11541E-03, 0.78055E-04, 0.37354E-04, 0.78133E-04, 0.96829E-04, 0.19372E-03, 0.19391E-03, 0.15673E-03, 0.69136E-04, 0.69067E-04, 0.87870E-04, 0.68988E-04, 0.31409E-03, 0.15728E-03, 0.37112E-03, 0.37186E-03, 0.37354E-04, 0.37354E-04, 0.23293E-03, 0.37354E-04, 0.15841E-03, 0.15857E-03, 0.21479E-03, 0.39456E-03, 0.93385E-04, 0.11217E-03, 0.14994E-03, 0.74708E-04, 0.10599E-03, 0.31566E-03, 0.36140E-03, 0.51793E-02, 0.49013E-02, 0.42498E-02, 0.47148E-02, 0.52213E-02, 0.54823E-02, 0.56031E-02, 0.45628E-02, 0.43891E-02, 0.18449E-03, 0.18486E-03, 0.13477E-03, 0.13491E-03, 0.43023E-03, 0.43109E-03  
  12,   1,   3, 0.15346E-03, 0.95176E-04, 0.90903E-04, 0.90994E-04, 0.14558E-03, 0.14630E-03, 0.19023E-03, 0.15255E-03, 0.90704E-04, 0.61346E-04, 0.29358E-04, 0.61407E-04, 0.76101E-04, 0.15225E-03, 0.15240E-03, 0.12318E-03, 0.54336E-04, 0.54282E-04, 0.69060E-04, 0.54220E-04, 0.24685E-03, 0.12361E-03, 0.29168E-03, 0.29226E-03, 0.29358E-04, 0.29358E-04, 0.18307E-03, 0.29358E-04, 0.12450E-03, 0.12463E-03, 0.16881E-03, 0.31010E-03, 0.73394E-04, 0.88162E-04, 0.11784E-03, 0.58716E-04, 0.83303E-04, 0.24808E-03, 0.28404E-03, 0.40706E-02, 0.38521E-02, 0.33400E-02, 0.37055E-02, 0.41036E-02, 0.43087E-02, 0.44037E-02, 0.35861E-02, 0.34495E-02, 0.14500E-03, 0.14529E-03, 0.10592E-03, 0.10603E-03, 0.33813E-03, 0.33881E-03  
