Varies per block?       ,    1,Unit    ,k$     ,     2,     1,  2027
Varies per sequence?    ,    1
# of agents             ,   54
Stag,Seq.,Blck,GASBOL I (CorumbaC. Grande),GASBOL II (C. GrandeT. Lagoas),GASBOL III-a (T. Lagoaslinepack),GASBOL III-b (linepackPaulinia),GASBOL IV (PauliniaAraucaria),GASBOL VI (BiguacuCanoas),Lateral Cuiaba,Interconexao Paulinia (TBGNTS),GASDUC I+II+III,GASIG (ItaboraiGuapimirim/REDUC),Duto do terminal B. Guanabara,GASJAP (REDUCJaperi),GASVOL (REDUCV. Redonda),GASPAL I-a (Japerilinepack),GASPAL I-b (linepackGuararema),GASPAL II (GuararemaCapuava),GASAN (CapuavaRPBC),Duto TRSP (SantosCapuava),GASCAR (UTGCATaubate),GASTAU (TaubateGuararema),GASCAV (CabiunasVitoria),VitoriaCacimbas,GASCAC-a (Cacimbaslinepack),GASCAC-b (linepackCatu),CatuCamacari (spur),Duto do terminal Bahia,CatuCarmopolis/Atalaia,Duto do terminal Sergipe,Carmopolislinepack NE,Linepack NEPilar,PilarCabo (Suape),GASFOR (GuamareFortaleza),FortalezaPecem (spur),UrucuCoari,CoariManaus,TSB (Paso de los LibresUruguaiana),Gasinf (AcuItaborai),GASBOL trecho boliviano (Rio GrandeCorumba),Reversao ARGBOL (Campo DuranRio Grande),Rota maritima GNL  AtlanticoB. Guanabara,Rota maritima GNL  AtlanticoBahia,Rota maritima GNL  AtlanticoPecem,Rota maritima GNL  AtlanticoSergipe,Rota maritima GNL  AtlanticoAcu,Rota maritima GNL  AtlanticoSantos,Rota maritima GNL  AtlanticoBabitonga (TGS),Rota maritima GNL  AtlanticoBarcarena,Rota maritima GNL  AtlanticoSuape,GASBEL REDUC-ESMAN,ESMAN-REGAP,GASBOL V(AraucariaGavura),GASBOL V(GaruvaBiguacu),Nordestao (CaboSantaRita),Nordestao (SantaRitaGuamare)
   7,   1,   3,  1.1596    , 0.41076    ,  0.0000    ,  0.0000    ,  6.8189    ,  2.4573    , 0.15120    ,  4.4699    ,  0.0000    ,  25.420    ,  0.0000    ,  22.845    , 0.36969    ,  21.259    ,  10.140    ,  4.2452    , 0.55409    ,  0.0000    , 0.54702    ,  0.0000    ,  23.012    ,  11.060    ,  24.185    ,  16.354    ,  1.4675    ,  0.0000    ,  6.9131    ,  0.0000    ,  3.9679    ,  1.8743    ,  2.6327    ,  1.4065    , 0.13839    ,  37.480    ,  44.931    , 0.26851E-01,  0.0000    ,  2.1281    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  3.5244    ,  3.5173    ,  3.2513    ,  3.2480    ,  2.5527    ,  2.5476      
   8,   1,   1, 0.36893    , 0.13068    ,  0.0000    ,  0.0000    ,  2.2746    , 0.75562    , 0.48096E-01,  1.4782    ,  0.0000    ,  5.7302    ,  0.0000    ,  4.9091    , 0.11761    ,  0.0000    ,  3.5247    ,  1.5322    , 0.32747    ,  0.0000    , 0.17403    ,  0.0000    ,  2.4134    ,  1.0686    ,  0.0000    ,  3.4750    , 0.84873    ,  0.0000    , 0.94224E-01,  0.0000    ,  0.0000    , 0.67863    , 0.96045    , 0.30926    ,  0.0000    ,  22.404    ,  26.858    , 0.40985E-01,  0.0000    , 0.67703    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  1.1321    ,  1.1298    ,  1.0130    ,  1.0120    ,  1.0492    ,  1.0472      
   8,   1,   2, 0.93998    , 0.33295    ,  0.0000    ,  0.0000    ,  5.3625    ,  1.9252    , 0.12257    ,  3.5353    ,  0.0000    ,  8.9573    ,  0.0000    ,  6.8709    , 0.29964    ,  0.0000    ,  8.3634    ,  3.6148    , 0.59378    ,  0.0000    , 0.44340    ,  0.0000    ,  24.909    ,  12.084    ,  26.390    ,  6.0680    ,  1.4211    ,  0.0000    , 0.24007    ,  0.0000    ,  0.0000    ,  1.5215    ,  2.1361    , 0.78794    ,  0.0000    ,  31.791    ,  38.112    , 0.58587E-01,  0.0000    ,  1.7250    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2.8844    ,  2.8787    ,  2.5525    ,  2.5500    ,  2.0519    ,  2.0478      
   8,   1,   3,  1.0779    , 0.38181    ,  0.0000    ,  0.0000    ,  5.9973    ,  2.2078    , 0.14056    ,  3.9728    ,  0.0000    ,  26.206    ,  0.0000    ,  23.798    , 0.34361    ,  21.411    ,  9.5016    ,  4.1395    , 0.67605    ,  0.0000    , 0.50846    ,  0.0000    ,  4.2112    ,  1.7048    ,  0.0000    ,  16.794    ,  1.6141    ,  0.0000    ,  6.8576    ,  0.0000    ,  3.9454    ,  1.7414    ,  2.4444    , 0.90358    ,  0.0000    ,  35.911    ,  43.050    , 0.93053E-02,  0.0000    ,  1.9782    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  3.3078    ,  3.3012    ,  2.9266    ,  2.9236    ,  2.3429    ,  2.3382      
   9,   1,   1, 0.45955    , 0.16277    ,  0.0000    ,  0.0000    ,  2.6376    , 0.89113    , 0.59940E-01,  1.7369    ,  0.0000    ,  4.3664    ,  0.0000    ,  3.3427    , 0.14649    ,  0.0000    ,  4.1710    ,  1.8224    , 0.33611    ,  0.0000    , 0.21680    ,  0.0000    ,  2.1442    , 0.90088    ,  0.0000    ,  2.7672    , 0.64073    ,  0.0000    , 0.11854    ,  0.0000    ,  0.0000    ,  1.0165    ,  1.4522    , 0.97554    , 0.18291    ,  17.666    ,  21.177    , 0.11801    ,  0.0000    , 0.84337    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  1.4193    ,  1.4164    ,  1.1903    ,  1.1891    ,  1.7701    ,  1.7666      
   9,   1,   2, 0.88627    , 0.31392    ,  0.0000    ,  0.0000    ,  5.1199    ,  1.7186    , 0.11559    ,  3.3674    ,  0.0000    ,  8.8587    ,  0.0000    ,  6.8834    , 0.28252    ,  0.0000    ,  8.0085    ,  3.4748    , 0.61498    ,  0.0000    , 0.41811    ,  0.0000    ,  4.0062    ,  1.6731    ,  0.0000    ,  5.5128    ,  1.2825    ,  0.0000    , 0.22861    ,  0.0000    ,  0.0000    ,  1.9898    ,  2.8447    ,  1.9791    , 0.38324    ,  36.691    ,  43.985    , 0.13012    ,  0.0000    ,  1.6265    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2.7387    ,  2.7332    ,  2.2992    ,  2.2970    ,  3.4954    ,  3.4884      
   9,   1,   3,  1.0176    , 0.36043    ,  0.0000    ,  0.0000    ,  5.2621    ,  1.9732    , 0.13271    ,  3.5372    ,  0.0000    ,  26.699    ,  0.0000    ,  24.414    , 0.32438    ,  21.118    ,  8.9175    ,  4.0285    , 0.73846    ,  0.0000    , 0.48005    ,  0.0000    ,  27.254    ,  13.225    ,  27.942    ,  19.606    ,  1.5511    ,  0.0000    ,  8.8992    ,  0.0000    ,  5.1769    ,  2.1654    ,  3.0875    ,  1.8855    , 0.31936    ,  45.805    ,  54.911    ,  0.0000    ,  0.0000    ,  1.8674    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  3.1464    ,  3.1401    ,  2.6103    ,  2.6077    ,  3.6486    ,  3.6413      
  10,   1,   1, 0.46233    , 0.16376    ,  0.0000    ,  0.0000    ,  2.4084    , 0.84513    , 0.60261E-01,  1.6133    ,  0.0000    ,  2.3100    ,  0.0000    ,  1.2827    , 0.14739    ,  0.0000    ,  3.9681    ,  1.7631    , 0.29123    ,  0.0000    , 0.21598    ,  0.0000    ,  1.7885    , 0.72070    ,  0.0000    ,  15.148    , 0.60688    ,  0.0000    ,  8.4385    ,  0.0000    ,  4.9858    , 0.92222    ,  1.3097    , 0.73666    , 0.10645    ,  15.737    ,  18.866    , 0.12002    ,  0.0000    , 0.84842    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  1.4267    ,  1.4238    ,  1.1294    ,  1.1283    ,  1.4563    ,  1.4534      
  10,   1,   2, 0.88061    , 0.31192    ,  0.0000    ,  0.0000    ,  4.7444    ,  1.6098    , 0.11479    ,  3.1567    ,  0.0000    ,  5.2168    ,  0.0000    ,  3.2570    , 0.28073    ,  0.0000    ,  7.7534    ,  3.4417    , 0.62408    ,  0.0000    , 0.41138    ,  0.0000    ,  4.2717    ,  1.8044    ,  0.0000    ,  5.8765    ,  1.3787    ,  0.0000    , 0.22942    ,  0.0000    ,  0.0000    ,  1.8814    ,  2.6818    ,  1.6436    , 0.27775    ,  40.860    ,  48.982    , 0.23047    ,  0.0000    ,  1.6160    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2.7230    ,  2.7176    ,  2.1634    ,  2.1612    ,  3.1131    ,  3.1069      
  10,   1,   3, 0.99698    , 0.35314    ,  0.0000    ,  0.0000    ,  4.7779    ,  1.8225    , 0.12996    ,  3.2571    ,  0.0000    ,  21.347    ,  0.0000    ,  19.112    , 0.31783    ,  20.243    ,  8.5018    ,  3.9272    , 0.73206    ,  0.0000    , 0.46574    ,  0.0000    ,  27.562    ,  13.383    ,  27.984    ,  6.9035    ,  1.6275    ,  0.0000    , 0.25974    ,  0.0000    ,  0.0000    ,  2.1772    ,  3.1069    ,  1.9293    , 0.33582    ,  49.226    ,  59.012    ,  0.0000    ,  0.0000    ,  1.8296    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  3.0844    ,  3.0782    ,  2.4107    ,  2.4083    ,  3.6560    ,  3.6487      
  11,   1,   1, 0.51478    , 0.18234    ,  0.0000    ,  0.0000    ,  2.3776    , 0.90203    , 0.67114E-01,  1.6340    ,  0.0000    ,  2.2279    ,  0.0000    ,  1.0879    , 0.16411    ,  0.0000    ,  4.1559    ,  1.8884    , 0.26195    ,  0.0000    , 0.24048    ,  0.0000    ,  1.6662    , 0.64018    ,  0.0000    ,  12.685    , 0.67446    ,  0.0000    ,  6.6158    ,  0.0000    ,  3.8843    , 0.82864    ,  1.1605    , 0.46155    , 0.52800E-02,  17.856    ,  21.405    ,  0.0000    ,  0.0000    , 0.94470    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  1.5797    ,  1.5766    ,  1.1959    ,  1.1947    ,  1.0683    ,  1.0662      
  11,   1,   2, 0.80433    , 0.28490    ,  0.0000    ,  0.0000    ,  3.7138    ,  1.4094    , 0.10487    ,  2.5525    ,  0.0000    ,  4.5834    ,  0.0000    ,  2.8010    , 0.25642    ,  0.0000    ,  6.6486    ,  3.0671    , 0.50631    ,  0.0000    , 0.37575    ,  0.0000    ,  3.8758    ,  1.6351    ,  0.0000    ,  6.0503    ,  1.4393    ,  0.0000    , 0.21167    ,  0.0000    ,  0.0000    ,  1.3634    ,  1.9162    , 0.69472    ,  0.0000    ,  46.604    ,  55.869    ,  0.0000    ,  0.0000    ,  1.4761    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2.4683    ,  2.4634    ,  1.8677    ,  1.8658    ,  1.8749    ,  1.8711      
  11,   1,   3, 0.99737    , 0.35328    ,  0.0000    ,  0.0000    ,  4.6051    ,  1.7477    , 0.13002    ,  3.1651    ,  0.0000    ,  19.978    ,  0.0000    ,  17.753    , 0.31797    ,  19.063    ,  8.2397    ,  3.7998    , 0.62502    ,  0.0000    , 0.46593    ,  0.0000    ,  25.873    ,  12.540    ,  26.248    ,  7.4597    ,  1.7733    ,  0.0000    , 0.26247    ,  0.0000    ,  0.0000    ,  1.6884    ,  2.3727    , 0.86145    ,  0.0000    ,  57.229    ,  68.607    ,  0.0000    ,  0.0000    ,  1.8303    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  3.0607    ,  3.0546    ,  2.3159    ,  2.3136    ,  2.3180    ,  2.3134      
  12,   1,   1, 0.47301    , 0.16755    ,  0.0000    ,  0.0000    ,  2.0204    , 0.72277    , 0.61663E-01,  1.3994    ,  0.0000    ,  4.0657    ,  0.0000    ,  3.0162    , 0.15079    ,  0.0000    ,  3.6194    ,  1.6623    , 0.23128    ,  0.0000    , 0.21157    ,  0.0000    ,  1.5179    , 0.57420    ,  0.0000    ,  13.740    , 0.65910    ,  0.0000    ,  7.3604    ,  0.0000    ,  4.3333    , 0.86695    ,  1.2205    , 0.59320    , 0.50810E-01,  18.626    ,  22.329    , 0.46607E-02,  0.0000    , 0.86803    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  1.4516    ,  1.4487    , 0.98571    , 0.98473    ,  1.1820    ,  1.1796      
  12,   1,   2, 0.75977    , 0.26912    ,  0.0000    ,  0.0000    ,  3.2889    ,  1.1609    , 0.99058E-01,  2.2712    ,  0.0000    ,  9.7051    ,  0.0000    ,  8.0161    , 0.24221    ,  0.0000    ,  5.9759    ,  2.7740    , 0.45803    ,  0.0000    , 0.33983    ,  0.0000    ,  3.6143    ,  1.5092    ,  0.0000    ,  5.9917    ,  1.4246    ,  0.0000    , 0.21058    ,  0.0000    ,  0.0000    ,  1.5035    ,  2.1267    ,  1.1271    , 0.13597    ,  49.609    ,  59.471    ,  0.0000    ,  0.0000    ,  1.3943    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2304.6    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2.3315    ,  2.3269    ,  1.5891    ,  1.5875    ,  2.3055    ,  2.3009      
  12,   1,   3, 0.96671    , 0.34242    ,  0.0000    ,  0.0000    ,  4.0612    ,  1.4772    , 0.12603    ,  2.8238    ,  0.0000    ,  25.173    ,  0.0000    ,  23.011    , 0.30818    ,  17.151    ,  7.5381    ,  3.5300    , 0.58315    ,  0.0000    , 0.43239    ,  0.0000    ,  26.602    ,  12.900    ,  27.416    ,  7.6296    ,  1.8142    ,  0.0000    , 0.26794    ,  0.0000    ,  0.0000    ,  1.9585    ,  2.7743    ,  1.4348    , 0.17323    ,  63.185    ,  75.746    ,  0.0000    ,  0.0000    ,  1.7740    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2935.2    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2.9667    ,  2.9608    ,  2.0158    ,  2.0138    ,  2.9351    ,  2.9292      
