 Operating costs (M"$")
 
 Serie,Cost: Energy supply chain producer,Cost: Energy supply chain transportation,Revenue: Energy supply chain demand
  Avrg,   1747.88516287666      ,   28.4136718503788      ,  -29.0944682000000     
