Varies per block?       ,    2,Unit    ,UE     ,     2,     1,  2027
Varies per sequence?    ,    1
# of agents             ,   54
Stag,Seq.,Blck,GASBOL I (CorumbaC. Grande),GASBOL II (C. GrandeT. Lagoas),GASBOL III-a (T. Lagoaslinepack),GASBOL III-b (linepackPaulinia),GASBOL IV (PauliniaAraucaria),GASBOL VI (BiguacuCanoas),Lateral Cuiaba,Interconexao Paulinia (TBGNTS),GASDUC I+II+III,GASIG (ItaboraiGuapimirim/REDUC),Duto do terminal B. Guanabara,GASJAP (REDUCJaperi),GASVOL (REDUCV. Redonda),GASPAL I-a (Japerilinepack),GASPAL I-b (linepackGuararema),GASPAL II (GuararemaCapuava),GASAN (CapuavaRPBC),Duto TRSP (SantosCapuava),GASCAR (UTGCATaubate),GASTAU (TaubateGuararema),GASCAV (CabiunasVitoria),VitoriaCacimbas,GASCAC-a (Cacimbaslinepack),GASCAC-b (linepackCatu),CatuCamacari (spur),Duto do terminal Bahia,CatuCarmopolis/Atalaia,Duto do terminal Sergipe,Carmopolislinepack NE,Linepack NEPilar,PilarCabo (Suape),GASFOR (GuamareFortaleza),FortalezaPecem (spur),UrucuCoari,CoariManaus,TSB (Paso de los LibresUruguaiana),Gasinf (AcuItaborai),GASBOL trecho boliviano (Rio GrandeCorumba),Reversao ARGBOL (Campo DuranRio Grande),Rota maritima GNL  AtlanticoB. Guanabara,Rota maritima GNL  AtlanticoBahia,Rota maritima GNL  AtlanticoPecem,Rota maritima GNL  AtlanticoSergipe,Rota maritima GNL  AtlanticoAcu,Rota maritima GNL  AtlanticoSantos,Rota maritima GNL  AtlanticoBabitonga (TGS),Rota maritima GNL  AtlanticoBarcarena,Rota maritima GNL  AtlanticoSuape,GASBEL REDUC-ESMAN,ESMAN-REGAP,GASBOL V(AraucariaGavura),GASBOL V(GaruvaBiguacu),Nordestao (CaboSantaRita),Nordestao (SantaRitaGuamare)
   7,   1,   3, 0.77310    , 0.41076    ,  0.0000    ,  0.0000    ,  4.5459    ,  1.6382    , 0.75601E-01,  5.5874    ,  0.0000    ,  42.366    ,  0.0000    ,  38.075    , 0.46211    ,  26.574    ,  12.675    ,  7.0754    ,  1.1082    ,  0.0000    , 0.78145    ,  0.0000    ,  19.176    ,  18.434    ,  16.123    ,  10.902    ,  3.6687    ,  0.0000    ,  6.9131    ,  0.0000    ,  6.6131    ,  3.1238    ,  2.9253    , 0.87906    , 0.27678    ,  37.480    ,  37.442    , 0.33564E-01,  0.0000    , 0.85125    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2.3496    ,  2.3449    ,  2.7094    ,  2.7067    ,  1.4181    ,  1.4153      
   8,   1,   1, 0.24595    , 0.13068    ,  0.0000    ,  0.0000    ,  1.5164    , 0.50375    , 0.24048E-01,  1.8478    ,  0.0000    ,  9.5503    ,  0.0000    ,  8.1818    , 0.14701    ,  0.0000    ,  4.4059    ,  2.5537    , 0.65494    ,  0.0000    , 0.24861    ,  0.0000    ,  2.0112    ,  1.7809    ,  0.0000    ,  2.3167    ,  2.1218    ,  0.0000    , 0.94224E-01,  0.0000    ,  0.0000    ,  1.1311    ,  1.0672    , 0.19329    ,  0.0000    ,  22.404    ,  22.381    , 0.51231E-01,  0.0000    , 0.27081    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , 0.75474    , 0.75323    , 0.84418    , 0.84334    , 0.58292    , 0.58175      
   8,   1,   2, 0.62666    , 0.33295    ,  0.0000    ,  0.0000    ,  3.5750    ,  1.2834    , 0.61283E-01,  4.4191    ,  0.0000    ,  14.929    ,  0.0000    ,  11.452    , 0.37454    ,  0.0000    ,  10.454    ,  6.0247    ,  1.1876    ,  0.0000    , 0.63342    ,  0.0000    ,  20.757    ,  20.139    ,  17.593    ,  4.0454    ,  3.5526    ,  0.0000    , 0.24007    ,  0.0000    ,  0.0000    ,  2.5358    ,  2.3734    , 0.49246    ,  0.0000    ,  31.791    ,  31.760    , 0.73233E-01,  0.0000    , 0.69001    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  1.9230    ,  1.9191    ,  2.1271    ,  2.1250    ,  1.1400    ,  1.1377      
   8,   1,   3, 0.71862    , 0.38181    ,  0.0000    ,  0.0000    ,  3.9982    ,  1.4718    , 0.70281E-01,  4.9660    ,  0.0000    ,  43.677    ,  0.0000    ,  39.663    , 0.42951    ,  26.764    ,  11.877    ,  6.8991    ,  1.3521    ,  0.0000    , 0.72638    ,  0.0000    ,  3.5093    ,  2.8414    ,  0.0000    ,  11.196    ,  4.0353    ,  0.0000    ,  6.8576    ,  0.0000    ,  6.5757    ,  2.9023    ,  2.7160    , 0.56474    ,  0.0000    ,  35.911    ,  35.875    , 0.11632E-01,  0.0000    , 0.79127    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2.2052    ,  2.2008    ,  2.4388    ,  2.4364    ,  1.3016    ,  1.2990      
   9,   1,   1, 0.30637    , 0.16277    ,  0.0000    ,  0.0000    ,  1.7584    , 0.59409    , 0.29970E-01,  2.1711    ,  0.0000    ,  7.2773    ,  0.0000    ,  5.5711    , 0.18311    ,  0.0000    ,  5.2137    ,  3.0374    , 0.67221    ,  0.0000    , 0.30971    ,  0.0000    ,  1.7868    ,  1.5015    ,  0.0000    ,  1.8448    ,  1.6018    ,  0.0000    , 0.11854    ,  0.0000    ,  0.0000    ,  1.6942    ,  1.6136    , 0.60971    , 0.36582    ,  17.666    ,  17.648    , 0.14752    ,  0.0000    , 0.33735    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , 0.94619    , 0.94430    , 0.99193    , 0.99094    , 0.98340    , 0.98143      
   9,   1,   2, 0.59085    , 0.31392    ,  0.0000    ,  0.0000    ,  3.4133    ,  1.1457    , 0.57796E-01,  4.2093    ,  0.0000    ,  14.764    ,  0.0000    ,  11.472    , 0.35315    ,  0.0000    ,  10.011    ,  5.7913    ,  1.2300    ,  0.0000    , 0.59730    ,  0.0000    ,  3.3385    ,  2.7884    ,  0.0000    ,  3.6752    ,  3.2063    ,  0.0000    , 0.22861    ,  0.0000    ,  0.0000    ,  3.3163    ,  3.1607    ,  1.2370    , 0.76648    ,  36.691    ,  36.655    , 0.16265    ,  0.0000    , 0.65059    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  1.8258    ,  1.8221    ,  1.9160    ,  1.9141    ,  1.9419    ,  1.9380      
   9,   1,   3, 0.67838    , 0.36043    ,  0.0000    ,  0.0000    ,  3.5080    ,  1.3155    , 0.66353E-01,  4.4215    ,  0.0000    ,  44.499    ,  0.0000    ,  40.690    , 0.40548    ,  26.398    ,  11.147    ,  6.7141    ,  1.4769    ,  0.0000    , 0.68579    ,  0.0000    ,  22.712    ,  22.042    ,  18.628    ,  13.071    ,  3.8779    ,  0.0000    ,  8.8992    ,  0.0000    ,  8.6281    ,  3.6090    ,  3.4306    ,  1.1784    , 0.63873    ,  45.805    ,  45.759    ,  0.0000    ,  0.0000    , 0.74697    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2.0976    ,  2.0934    ,  2.1753    ,  2.1731    ,  2.0270    ,  2.0229      
  10,   1,   1, 0.30822    , 0.16376    ,  0.0000    ,  0.0000    ,  1.6056    , 0.56342    , 0.30130E-01,  2.0166    ,  0.0000    ,  3.8500    ,  0.0000    ,  2.1379    , 0.18423    ,  0.0000    ,  4.9601    ,  2.9385    , 0.58246    ,  0.0000    , 0.30854    ,  0.0000    ,  1.4904    ,  1.2012    ,  0.0000    ,  10.099    ,  1.5172    ,  0.0000    ,  8.4385    ,  0.0000    ,  8.3097    ,  1.5370    ,  1.4553    , 0.46041    , 0.21291    ,  15.737    ,  15.721    , 0.15003    ,  0.0000    , 0.33937    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , 0.95112    , 0.94922    , 0.94121    , 0.94027    , 0.80904    , 0.80743      
  10,   1,   2, 0.58708    , 0.31192    ,  0.0000    ,  0.0000    ,  3.1629    ,  1.0732    , 0.57395E-01,  3.9459    ,  0.0000    ,  8.6946    ,  0.0000    ,  5.4283    , 0.35091    ,  0.0000    ,  9.6917    ,  5.7362    ,  1.2482    ,  0.0000    , 0.58769    ,  0.0000    ,  3.5597    ,  3.0073    ,  0.0000    ,  3.9177    ,  3.4467    ,  0.0000    , 0.22942    ,  0.0000    ,  0.0000    ,  3.1357    ,  2.9797    ,  1.0272    , 0.55550    ,  40.860    ,  40.819    , 0.28809    ,  0.0000    , 0.64641    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  1.8154    ,  1.8117    ,  1.8028    ,  1.8010    ,  1.7295    ,  1.7261      
  10,   1,   3, 0.66465    , 0.35314    ,  0.0000    ,  0.0000    ,  3.1853    ,  1.2150    , 0.64980E-01,  4.0713    ,  0.0000    ,  35.579    ,  0.0000    ,  31.854    , 0.39729    ,  25.304    ,  10.627    ,  6.5453    ,  1.4641    ,  0.0000    , 0.66535    ,  0.0000    ,  22.968    ,  22.305    ,  18.656    ,  4.6023    ,  4.0688    ,  0.0000    , 0.25974    ,  0.0000    ,  0.0000    ,  3.6287    ,  3.4521    ,  1.2058    , 0.67163    ,  49.226    ,  49.177    ,  0.0000    ,  0.0000    , 0.73183    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2.0563    ,  2.0522    ,  2.0089    ,  2.0069    ,  2.0311    ,  2.0271      
  11,   1,   1, 0.34319    , 0.18234    ,  0.0000    ,  0.0000    ,  1.5850    , 0.60135    , 0.33557E-01,  2.0425    ,  0.0000    ,  3.7131    ,  0.0000    ,  1.8131    , 0.20514    ,  0.0000    ,  5.1949    ,  3.1473    , 0.52390    ,  0.0000    , 0.34354    ,  0.0000    ,  1.3885    ,  1.0670    ,  0.0000    ,  8.4569    ,  1.6862    ,  0.0000    ,  6.6158    ,  0.0000    ,  6.4738    ,  1.3811    ,  1.2895    , 0.28847    , 0.10560E-01,  17.856    ,  17.838    ,  0.0000    ,  0.0000    , 0.37788    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  1.0532    ,  1.0511    , 0.99658    , 0.99559    , 0.59351    , 0.59232      
  11,   1,   2, 0.53622    , 0.28490    ,  0.0000    ,  0.0000    ,  2.4759    , 0.93963    , 0.52435E-01,  3.1906    ,  0.0000    ,  7.6390    ,  0.0000    ,  4.6684    , 0.32053    ,  0.0000    ,  8.3107    ,  5.1118    ,  1.0126    ,  0.0000    , 0.53679    ,  0.0000    ,  3.2298    ,  2.7252    ,  0.0000    ,  4.0335    ,  3.5982    ,  0.0000    , 0.21167    ,  0.0000    ,  0.0000    ,  2.2724    ,  2.1291    , 0.43420    ,  0.0000    ,  46.604    ,  46.557    ,  0.0000    ,  0.0000    , 0.59042    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  1.6456    ,  1.6423    ,  1.5564    ,  1.5549    ,  1.0416    ,  1.0395      
  11,   1,   3, 0.66491    , 0.35328    ,  0.0000    ,  0.0000    ,  3.0701    ,  1.1651    , 0.65010E-01,  3.9564    ,  0.0000    ,  33.296    ,  0.0000    ,  29.589    , 0.39746    ,  23.829    ,  10.300    ,  6.3330    ,  1.2500    ,  0.0000    , 0.66562    ,  0.0000    ,  21.560    ,  20.900    ,  17.499    ,  4.9731    ,  4.4334    ,  0.0000    , 0.26247    ,  0.0000    ,  0.0000    ,  2.8139    ,  2.6363    , 0.53841    ,  0.0000    ,  57.229    ,  57.172    ,  0.0000    ,  0.0000    , 0.73212    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  2.0405    ,  2.0364    ,  1.9299    ,  1.9280    ,  1.2878    ,  1.2852      
  12,   1,   1, 0.31534    , 0.16755    ,  0.0000    ,  0.0000    ,  1.3469    , 0.48184    , 0.30832E-01,  1.7493    ,  0.0000    ,  6.7762    ,  0.0000    ,  5.0269    , 0.18849    ,  0.0000    ,  4.5243    ,  2.7705    , 0.46255    ,  0.0000    , 0.30224    ,  0.0000    ,  1.2649    , 0.95701    ,  0.0000    ,  9.1601    ,  1.6477    ,  0.0000    ,  7.3604    ,  0.0000    ,  7.2221    ,  1.4449    ,  1.3562    , 0.37075    , 0.10162    ,  18.626    ,  18.607    , 0.58258E-02,  0.0000    , 0.34721    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , 0.96772    , 0.96578    , 0.82143    , 0.82060    , 0.65665    , 0.65533      
  12,   1,   2, 0.50651    , 0.26912    ,  0.0000    ,  0.0000    ,  2.1926    , 0.77396    , 0.49529E-01,  2.8390    ,  0.0000    ,  16.175    ,  0.0000    ,  13.360    , 0.30276    ,  0.0000    ,  7.4698    ,  4.6233    , 0.91607    ,  0.0000    , 0.48547    ,  0.0000    ,  3.0119    ,  2.5154    ,  0.0000    ,  3.9945    ,  3.5614    ,  0.0000    , 0.21058    ,  0.0000    ,  0.0000    ,  2.5058    ,  2.3630    , 0.70445    , 0.27194    ,  49.609    ,  49.559    ,  0.0000    ,  0.0000    , 0.55771    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  41.901    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  1.5544    ,  1.5512    ,  1.3243    ,  1.3229    ,  1.2808    ,  1.2783      
  12,   1,   3, 0.64447    , 0.34242    ,  0.0000    ,  0.0000    ,  2.7075    , 0.98478    , 0.63016E-01,  3.5298    ,  0.0000    ,  41.955    ,  0.0000    ,  38.352    , 0.38523    ,  21.438    ,  9.4226    ,  5.8834    ,  1.1663    ,  0.0000    , 0.61770    ,  0.0000    ,  22.169    ,  21.500    ,  18.278    ,  5.0864    ,  4.5354    ,  0.0000    , 0.26794    ,  0.0000    ,  0.0000    ,  3.2642    ,  3.0825    , 0.89677    , 0.34646    ,  63.185    ,  63.122    ,  0.0000    ,  0.0000    , 0.70962    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  53.367    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  1.9778    ,  1.9739    ,  1.6798    ,  1.6782    ,  1.6306    ,  1.6274      
